,UR_PRCP,UR_TMAX,UR_TMIN,MJOPhase_OLR,MJOAmplitude_OLR,UR_ERA5_Soil_Moisture_Lev1,UR_ERA5_Soil_Moisture_Lev2,MJOPhase_OLR_lag5,MJOPhase_OLR_lag10,MJOPhase_OLR_lag15,MJOPhase_OLR_lag20,MJOPhase_OLR_lag25,MJOPhase_OLR_lag30,MJOAmplitude_OLR_lag5,MJOAmplitude_OLR_lag10,MJOAmplitude_OLR_lag15,MJOAmplitude_OLR_lag20,MJOAmplitude_OLR_lag25,MJOAmplitude_OLR_lag30,UR_ERA5_Soil_Moisture_Lev1_lag5,UR_ERA5_Soil_Moisture_Lev1_lag10,UR_ERA5_Soil_Moisture_Lev1_lag15,UR_ERA5_Soil_Moisture_Lev1_lag20,UR_ERA5_Soil_Moisture_Lev1_lag25,UR_ERA5_Soil_Moisture_Lev1_lag30,UR_ERA5_Soil_Moisture_Lev2_lag5,UR_ERA5_Soil_Moisture_Lev2_lag10,UR_ERA5_Soil_Moisture_Lev2_lag15,UR_ERA5_Soil_Moisture_Lev2_lag20,UR_ERA5_Soil_Moisture_Lev2_lag25,UR_ERA5_Soil_Moisture_Lev2_lag30
1985-04-19,0.0,,,5,1.4722,0.42708424,0.44061518,4.0,4.0,2.0,1.0,7.0,8.0,2.0345,1.1457,1.0025,0.7708,1.1036,0.9742,0.48887813,0.40664247,0.47009555,0.46238595,0.4873468,0.33226874,0.48529133,0.4277438,0.48022938,0.4736187,0.49418002,0.36000398
1985-04-20,0.0,,,5,1.1104,0.4162914,0.43331188,4.0,4.0,2.0,1.0,7.0,8.0,1.8624,1.1839,1.0691,1.0192,1.0164,0.6824,0.48928356,0.4819291,0.45144206,0.44626963,0.4685629,0.32674384,0.49517024,0.49765182,0.4641154,0.4597156,0.47330648,0.3559444
1985-04-21,0.0,,,6,1.384,0.40790266,0.4271621,4.0,4.0,3.0,2.0,7.0,8.0,1.8361,1.3963,1.0411,0.8728,0.9899,0.4655,0.46448413,0.4713118,0.43732315,0.43159425,0.48715442,0.32532358,0.4718395,0.482939,0.45190254,0.44756493,0.493841,0.36101735
1985-04-22,0.0,,,6,1.4247,0.40608984,0.4237659,5.0,4.0,3.0,2.0,8.0,7.0,1.8534,1.5511,0.9423,0.6984,0.962,0.4424,0.45326263,0.4550315,0.42731792,0.49612802,0.47204778,0.37867582,0.45706326,0.46765795,0.44301265,0.44984287,0.47789168,0.35796386
1985-04-23,,,,7,1.2756,0.40510988,0.4214831,5.0,4.0,4.0,2.0,8.0,6.0,1.8117,1.9177,1.1069,0.742,0.8421,0.841,0.44226575,0.4423303,0.4163301,0.48633197,0.48476705,0.49150434,0.44933188,0.45553163,0.43473375,0.49902004,0.4960165,0.4976616
1985-04-24,,,,7,1.1938,0.42569363,0.41995263,5.0,4.0,4.0,2.0,1.0,7.0,1.4722,2.0345,1.1457,1.0025,0.7708,1.1036,0.42708424,0.48887813,0.40664247,0.47009555,0.46238595,0.4873468,0.44061518,0.48529133,0.4277438,0.48022938,0.4736187,0.49418002
1985-04-25,,,,7,1.1464,0.4731711,0.42737672,5.0,4.0,4.0,2.0,1.0,7.0,1.1104,1.8624,1.1839,1.0691,1.0192,1.0164,0.4162914,0.48928356,0.4819291,0.45144206,0.44626963,0.4685629,0.43331188,0.49517024,0.49765182,0.4641154,0.4597156,0.47330648
1985-04-26,,24.8,,7,1.0547,0.44646072,0.43563735,6.0,4.0,4.0,3.0,2.0,7.0,1.384,1.8361,1.3963,1.0411,0.8728,0.9899,0.40790266,0.46448413,0.4713118,0.43732315,0.43159425,0.48715442,0.4271621,0.4718395,0.482939,0.45190254,0.44756493,0.493841
1985-04-27,0.0,,,7,1.0104,0.43520823,0.43453863,6.0,5.0,4.0,3.0,2.0,8.0,1.4247,1.8534,1.5511,0.9423,0.6984,0.962,0.40608984,0.45326263,0.4550315,0.42731792,0.49612802,0.47204778,0.4237659,0.45706326,0.46765795,0.44301265,0.44984287,0.47789168
1985-04-28,0.0,27.0,,7,1.0903,0.46095923,0.43463743,7.0,5.0,4.0,4.0,2.0,8.0,1.2756,1.8117,1.9177,1.1069,0.742,0.8421,0.40510988,0.44226575,0.4423303,0.4163301,0.48633197,0.48476705,0.4214831,0.44933188,0.45553163,0.43473375,0.49902004,0.4960165
1985-04-29,,,,7,0.9965,0.47368237,0.47682953,7.0,5.0,4.0,4.0,2.0,1.0,1.1938,1.4722,2.0345,1.1457,1.0025,0.7708,0.42569363,0.42708424,0.48887813,0.40664247,0.47009555,0.46238595,0.41995263,0.44061518,0.48529133,0.4277438,0.48022938,0.4736187
1985-04-30,0.0,,,7,0.9571,0.4617262,0.47077245,7.0,5.0,4.0,4.0,2.0,1.0,1.1464,1.1104,1.8624,1.1839,1.0691,1.0192,0.4731711,0.4162914,0.48928356,0.4819291,0.45144206,0.44626963,0.42737672,0.43331188,0.49517024,0.49765182,0.4641154,0.4597156
1985-05-01,0.0,,,7,0.9859,0.44960728,0.46143383,7.0,6.0,4.0,4.0,3.0,2.0,1.0547,1.384,1.8361,1.3963,1.0411,0.8728,0.44646072,0.40790266,0.46448413,0.4713118,0.43732315,0.43159425,0.43563735,0.4271621,0.4718395,0.482939,0.45190254,0.44756493
1985-05-02,0.0,,,7,1.0519,0.4404142,0.4531098,7.0,6.0,5.0,4.0,3.0,2.0,1.0104,1.4247,1.8534,1.5511,0.9423,0.6984,0.43520823,0.40608984,0.45326263,0.4550315,0.42731792,0.49612802,0.43453863,0.4237659,0.45706326,0.46765795,0.44301265,0.44984287
1985-05-03,0.0,,,7,1.1538,0.43143415,0.44515893,7.0,7.0,5.0,4.0,4.0,2.0,1.0903,1.2756,1.8117,1.9177,1.1069,0.742,0.46095923,0.40510988,0.44226575,0.4423303,0.4163301,0.48633197,0.43463743,0.4214831,0.44933188,0.45553163,0.43473375,0.49902004
1985-05-04,0.0,,,7,1.2741,0.4232146,0.4381104,7.0,7.0,5.0,4.0,4.0,2.0,0.9965,1.1938,1.4722,2.0345,1.1457,1.0025,0.47368237,0.42569363,0.42708424,0.48887813,0.40664247,0.47009555,0.47682953,0.41995263,0.44061518,0.48529133,0.4277438,0.48022938
1985-05-05,,,,7,1.1014,0.41629136,0.43210095,7.0,7.0,5.0,4.0,4.0,2.0,0.9571,1.1464,1.1104,1.8624,1.1839,1.0691,0.4617262,0.4731711,0.4162914,0.48928356,0.4819291,0.45144206,0.47077245,0.42737672,0.43331188,0.49517024,0.49765182,0.4641154
1985-05-06,26.9,,,8,0.9239,0.43628895,0.42761818,7.0,7.0,6.0,4.0,4.0,3.0,0.9859,1.0547,1.384,1.8361,1.3963,1.0411,0.44960728,0.44646072,0.40790266,0.46448413,0.4713118,0.43732315,0.46143383,0.43563735,0.4271621,0.4718395,0.482939,0.45190254
1985-05-07,,,,8,0.9661,0.47879022,0.48601204,7.0,7.0,6.0,5.0,4.0,3.0,1.0519,1.0104,1.4247,1.8534,1.5511,0.9423,0.4404142,0.43520823,0.40608984,0.45326263,0.4550315,0.42731792,0.4531098,0.43453863,0.4237659,0.45706326,0.46765795,0.44301265
1985-05-08,0.0,18.4,,1,0.9119,0.46485597,0.47522226,7.0,7.0,7.0,5.0,4.0,4.0,1.1538,1.0903,1.2756,1.8117,1.9177,1.1069,0.43143415,0.46095923,0.40510988,0.44226575,0.4423303,0.4163301,0.44515893,0.43463743,0.4214831,0.44933188,0.45553163,0.43473375
1985-05-09,0.0,,,1,0.7427,0.45731816,0.467036,7.0,7.0,7.0,5.0,4.0,4.0,1.2741,0.9965,1.1938,1.4722,2.0345,1.1457,0.4232146,0.47368237,0.42569363,0.42708424,0.48887813,0.40664247,0.4381104,0.47682953,0.41995263,0.44061518,0.48529133,0.4277438
1985-05-10,0.0,,,1,0.8596,0.44928065,0.45983756,7.0,7.0,7.0,5.0,4.0,4.0,1.1014,0.9571,1.1464,1.1104,1.8624,1.1839,0.41629136,0.4617262,0.4731711,0.4162914,0.48928356,0.4819291,0.43210095,0.47077245,0.42737672,0.43331188,0.49517024,0.49765182
1985-05-11,0.0,,,1,0.9421,0.4422735,0.45058793,8.0,7.0,7.0,6.0,4.0,4.0,0.9239,0.9859,1.0547,1.384,1.8361,1.3963,0.43628895,0.44960728,0.44646072,0.40790266,0.46448413,0.4713118,0.42761818,0.46143383,0.43563735,0.4271621,0.4718395,0.482939
1985-05-12,0.0,,,1,0.7978,0.4338693,0.44403213,8.0,7.0,7.0,6.0,5.0,4.0,0.9661,1.0519,1.0104,1.4247,1.8534,1.5511,0.47879022,0.4404142,0.43520823,0.40608984,0.45326263,0.4550315,0.48601204,0.4531098,0.43453863,0.4237659,0.45706326,0.46765795
1985-05-13,,,,2,0.5063,0.42633402,0.4382909,1.0,7.0,7.0,7.0,5.0,4.0,0.9119,1.1538,1.0903,1.2756,1.8117,1.9177,0.46485597,0.43143415,0.46095923,0.40510988,0.44226575,0.4423303,0.47522226,0.44515893,0.43463743,0.4214831,0.44933188,0.45553163
1985-05-14,,,,2,0.5393,0.42934248,0.43549955,1.0,7.0,7.0,7.0,5.0,4.0,0.7427,1.2741,0.9965,1.1938,1.4722,2.0345,0.45731816,0.4232146,0.47368237,0.42569363,0.42708424,0.48887813,0.467036,0.4381104,0.47682953,0.41995263,0.44061518,0.48529133
1985-05-15,0.0,,,2,0.7162,0.42221397,0.43167046,1.0,7.0,7.0,7.0,5.0,4.0,0.8596,1.1014,0.9571,1.1464,1.1104,1.8624,0.44928065,0.41629136,0.4617262,0.4731711,0.4162914,0.48928356,0.45983756,0.43210095,0.47077245,0.42737672,0.43331188,0.49517024
1985-05-16,0.0,,,2,1.01,0.41394272,0.42684627,1.0,8.0,7.0,7.0,6.0,4.0,0.9421,0.9239,0.9859,1.0547,1.384,1.8361,0.4422735,0.43628895,0.44960728,0.44646072,0.40790266,0.46448413,0.45058793,0.42761818,0.46143383,0.43563735,0.4271621,0.4718395
1985-05-17,0.0,,,2,1.1955,0.4073539,0.4213843,1.0,8.0,7.0,7.0,6.0,5.0,0.7978,0.9661,1.0519,1.0104,1.4247,1.8534,0.4338693,0.47879022,0.4404142,0.43520823,0.40608984,0.45326263,0.44403213,0.48601204,0.4531098,0.43453863,0.4237659,0.45706326
1985-05-18,,,,2,1.1889,0.4056651,0.41856125,2.0,1.0,7.0,7.0,7.0,5.0,0.5063,0.9119,1.1538,1.0903,1.2756,1.8117,0.42633402,0.46485597,0.43143415,0.46095923,0.40510988,0.44226575,0.4382909,0.47522226,0.44515893,0.43463743,0.4214831,0.44933188
1985-05-19,,,,3,1.156,0.48643392,0.49166548,2.0,1.0,7.0,7.0,7.0,5.0,0.5393,0.7427,1.2741,0.9965,1.1938,1.4722,0.42934248,0.45731816,0.4232146,0.47368237,0.42569363,0.42708424,0.43549955,0.467036,0.4381104,0.47682953,0.41995263,0.44061518
1985-05-20,,,,3,1.2522,0.4654525,0.4753601,2.0,1.0,7.0,7.0,7.0,5.0,0.7162,0.8596,1.1014,0.9571,1.1464,1.1104,0.42221397,0.44928065,0.41629136,0.4617262,0.4731711,0.4162914,0.43167046,0.45983756,0.43210095,0.47077245,0.42737672,0.43331188
1985-05-21,,,,3,1.2618,0.48602074,0.4689579,2.0,1.0,8.0,7.0,7.0,6.0,1.01,0.9421,0.9239,0.9859,1.0547,1.384,0.41394272,0.4422735,0.43628895,0.44960728,0.44646072,0.40790266,0.42684627,0.45058793,0.42761818,0.46143383,0.43563735,0.4271621
1985-05-22,,,,3,1.3367,0.46183467,0.46877867,2.0,1.0,8.0,7.0,7.0,6.0,1.1955,0.7978,0.9661,1.0519,1.0104,1.4247,0.4073539,0.4338693,0.47879022,0.4404142,0.43520823,0.40608984,0.4213843,0.44403213,0.48601204,0.4531098,0.43453863,0.4237659
1985-05-23,,,,3,1.3203,0.45120835,0.46144968,2.0,2.0,1.0,7.0,7.0,7.0,1.1889,0.5063,0.9119,1.1538,1.0903,1.2756,0.4056651,0.42633402,0.46485597,0.43143415,0.46095923,0.40510988,0.41856125,0.4382909,0.47522226,0.44515893,0.43463743,0.4214831
1985-05-24,,,,3,1.2135,0.44687003,0.45589504,3.0,2.0,1.0,7.0,7.0,7.0,1.156,0.5393,0.7427,1.2741,0.9965,1.1938,0.48643392,0.42934248,0.45731816,0.4232146,0.47368237,0.42569363,0.49166548,0.43549955,0.467036,0.4381104,0.47682953,0.41995263
1985-05-25,0.0,,,4,1.0947,0.44280934,0.4515367,3.0,2.0,1.0,7.0,7.0,7.0,1.2522,0.7162,0.8596,1.1014,0.9571,1.1464,0.4654525,0.42221397,0.44928065,0.41629136,0.4617262,0.4731711,0.4753601,0.43167046,0.45983756,0.43210095,0.47077245,0.42737672
1985-05-26,,27.7,,4,1.1134,0.4938362,0.4533866,3.0,2.0,1.0,8.0,7.0,7.0,1.2618,1.01,0.9421,0.9239,0.9859,1.0547,0.48602074,0.41394272,0.4422735,0.43628895,0.44960728,0.44646072,0.4689579,0.42684627,0.45058793,0.42761818,0.46143383,0.43563735
1985-05-27,2.0,,,4,1.2485,0.48815507,0.4885351,3.0,2.0,1.0,8.0,7.0,7.0,1.3367,1.1955,0.7978,0.9661,1.0519,1.0104,0.46183467,0.4073539,0.4338693,0.47879022,0.4404142,0.43520823,0.46877867,0.4213843,0.44403213,0.48601204,0.4531098,0.43453863
1985-05-28,,,,5,1.2211,0.49431133,0.50058216,3.0,2.0,2.0,1.0,7.0,7.0,1.3203,1.1889,0.5063,0.9119,1.1538,1.0903,0.45120835,0.4056651,0.42633402,0.46485597,0.43143415,0.46095923,0.46144968,0.41856125,0.4382909,0.47522226,0.44515893,0.43463743
1985-05-29,,,,5,1.157,0.47792,0.4735187,3.0,3.0,2.0,1.0,7.0,7.0,1.2135,1.156,0.5393,0.7427,1.2741,0.9965,0.44687003,0.48643392,0.42934248,0.45731816,0.4232146,0.47368237,0.45589504,0.49166548,0.43549955,0.467036,0.4381104,0.47682953
1985-05-30,,,,5,1.117,0.45922518,0.46264964,4.0,3.0,2.0,1.0,7.0,7.0,1.0947,1.2522,0.7162,0.8596,1.1014,0.9571,0.44280934,0.4654525,0.42221397,0.44928065,0.41629136,0.4617262,0.4515367,0.4753601,0.43167046,0.45983756,0.43210095,0.47077245
1985-05-31,0.0,,,5,1.1191,0.4596668,0.4590705,4.0,3.0,2.0,1.0,8.0,7.0,1.1134,1.2618,1.01,0.9421,0.9239,0.9859,0.4938362,0.48602074,0.41394272,0.4422735,0.43628895,0.44960728,0.4533866,0.4689579,0.42684627,0.45058793,0.42761818,0.46143383
1985-06-01,,26.7,,5,1.0805,0.4956929,0.49208128,4.0,3.0,2.0,1.0,8.0,7.0,1.2485,1.3367,1.1955,0.7978,0.9661,1.0519,0.48815507,0.46183467,0.4073539,0.4338693,0.47879022,0.4404142,0.4885351,0.46877867,0.4213843,0.44403213,0.48601204,0.4531098
1985-06-02,,22.7,,5,0.7456,0.47091156,0.47995865,5.0,3.0,2.0,2.0,1.0,7.0,1.2211,1.3203,1.1889,0.5063,0.9119,1.1538,0.49431133,0.45120835,0.4056651,0.42633402,0.46485597,0.43143415,0.50058216,0.46144968,0.41856125,0.4382909,0.47522226,0.44515893
1985-06-03,,,,5,0.5572,0.45617676,0.46290326,5.0,3.0,3.0,2.0,1.0,7.0,1.157,1.2135,1.156,0.5393,0.7427,1.2741,0.47792,0.44687003,0.48643392,0.42934248,0.45731816,0.4232146,0.4735187,0.45589504,0.49166548,0.43549955,0.467036,0.4381104
1985-06-04,,,,5,0.2325,0.44631225,0.4532927,5.0,4.0,3.0,2.0,1.0,7.0,1.117,1.0947,1.2522,0.7162,0.8596,1.1014,0.45922518,0.44280934,0.4654525,0.42221397,0.44928065,0.41629136,0.46264964,0.4515367,0.4753601,0.43167046,0.45983756,0.43210095
1985-06-05,,,,2,0.2238,0.43719018,0.4460869,5.0,4.0,3.0,2.0,1.0,8.0,1.1191,1.1134,1.2618,1.01,0.9421,0.9239,0.4596668,0.4938362,0.48602074,0.41394272,0.4422735,0.43628895,0.4590705,0.4533866,0.4689579,0.42684627,0.45058793,0.42761818
1985-06-06,,,,1,0.3318,0.43478215,0.44246024,5.0,4.0,3.0,2.0,1.0,8.0,1.0805,1.2485,1.3367,1.1955,0.7978,0.9661,0.4956929,0.48815507,0.46183467,0.4073539,0.4338693,0.47879022,0.49208128,0.4885351,0.46877867,0.4213843,0.44403213,0.48601204
1985-06-07,,,,2,0.2417,0.4286052,0.43837017,5.0,5.0,3.0,2.0,2.0,1.0,0.7456,1.2211,1.3203,1.1889,0.5063,0.9119,0.47091156,0.49431133,0.45120835,0.4056651,0.42633402,0.46485597,0.47995865,0.50058216,0.46144968,0.41856125,0.4382909,0.47522226
1985-06-08,,,,4,0.3525,0.44384223,0.43848237,5.0,5.0,3.0,3.0,2.0,1.0,0.5572,1.157,1.2135,1.156,0.5393,0.7427,0.45617676,0.47792,0.44687003,0.48643392,0.42934248,0.45731816,0.46290326,0.4735187,0.45589504,0.49166548,0.43549955,0.467036
1985-06-09,,,,3,0.4786,0.43555427,0.43696654,5.0,5.0,4.0,3.0,2.0,1.0,0.2325,1.117,1.0947,1.2522,0.7162,0.8596,0.44631225,0.45922518,0.44280934,0.4654525,0.42221397,0.44928065,0.4532927,0.46264964,0.4515367,0.4753601,0.43167046,0.45983756
1985-06-10,,,,4,0.8911,0.4281675,0.4341411,2.0,5.0,4.0,3.0,2.0,1.0,0.2238,1.1191,1.1134,1.2618,1.01,0.9421,0.43719018,0.4596668,0.4938362,0.48602074,0.41394272,0.4422735,0.4460869,0.4590705,0.4533866,0.4689579,0.42684627,0.45058793
1985-06-11,,,,4,1.2721,0.42145473,0.43062901,1.0,5.0,4.0,3.0,2.0,1.0,0.3318,1.0805,1.2485,1.3367,1.1955,0.7978,0.43478215,0.4956929,0.48815507,0.46183467,0.4073539,0.4338693,0.44246024,0.49208128,0.4885351,0.46877867,0.4213843,0.44403213
1985-06-12,,,,4,1.3395,0.4160654,0.42739746,2.0,5.0,5.0,3.0,2.0,2.0,0.2417,0.7456,1.2211,1.3203,1.1889,0.5063,0.4286052,0.47091156,0.49431133,0.45120835,0.4056651,0.42633402,0.43837017,0.47995865,0.50058216,0.46144968,0.41856125,0.4382909
1985-06-13,,,,4,1.3391,0.411332,0.42364275,4.0,5.0,5.0,3.0,3.0,2.0,0.3525,0.5572,1.157,1.2135,1.156,0.5393,0.44384223,0.45617676,0.47792,0.44687003,0.48643392,0.42934248,0.43848237,0.46290326,0.4735187,0.45589504,0.49166548,0.43549955
1985-06-14,,,,4,1.494,0.40721574,0.4207014,3.0,5.0,5.0,4.0,3.0,2.0,0.4786,0.2325,1.117,1.0947,1.2522,0.7162,0.43555427,0.44631225,0.45922518,0.44280934,0.4654525,0.42221397,0.43696654,0.4532927,0.46264964,0.4515367,0.4753601,0.43167046
1985-06-15,,21.7,,4,1.7285,0.4633518,0.42085505,4.0,2.0,5.0,4.0,3.0,2.0,0.8911,0.2238,1.1191,1.1134,1.2618,1.01,0.4281675,0.43719018,0.4596668,0.4938362,0.48602074,0.41394272,0.4341411,0.4460869,0.4590705,0.4533866,0.4689579,0.42684627
1985-06-16,,18.2,,5,2.0257,0.45584238,0.43474227,4.0,1.0,5.0,4.0,3.0,2.0,1.2721,0.3318,1.0805,1.2485,1.3367,1.1955,0.42145473,0.43478215,0.4956929,0.48815507,0.46183467,0.4073539,0.43062901,0.44246024,0.49208128,0.4885351,0.46877867,0.4213843
1985-06-17,,14.3,,5,2.2145,0.4534989,0.43886283,4.0,2.0,5.0,5.0,3.0,2.0,1.3395,0.2417,0.7456,1.2211,1.3203,1.1889,0.4160654,0.4286052,0.47091156,0.49431133,0.45120835,0.4056651,0.42739746,0.43837017,0.47995865,0.50058216,0.46144968,0.41856125
1985-06-18,,14.2,,5,2.3419,0.4426105,0.44015914,4.0,4.0,5.0,5.0,3.0,3.0,1.3391,0.3525,0.5572,1.157,1.2135,1.156,0.411332,0.44384223,0.45617676,0.47792,0.44687003,0.48643392,0.42364275,0.43848237,0.46290326,0.4735187,0.45589504,0.49166548
1985-06-19,0.0,,,5,2.5372,0.43553877,0.4385043,4.0,3.0,5.0,5.0,4.0,3.0,1.494,0.4786,0.2325,1.117,1.0947,1.2522,0.40721574,0.43555427,0.44631225,0.45922518,0.44280934,0.4654525,0.4207014,0.43696654,0.4532927,0.46264964,0.4515367,0.4753601
1985-06-20,,,,5,2.389,0.43315917,0.4361349,4.0,4.0,2.0,5.0,4.0,3.0,1.7285,0.8911,0.2238,1.1191,1.1134,1.2618,0.4633518,0.4281675,0.43719018,0.4596668,0.4938362,0.48602074,0.42085505,0.4341411,0.4460869,0.4590705,0.4533866,0.4689579
1985-06-21,,22.4,,5,2.3211,0.4433826,0.43912745,5.0,4.0,1.0,5.0,4.0,3.0,2.0257,1.2721,0.3318,1.0805,1.2485,1.3367,0.45584238,0.42145473,0.43478215,0.4956929,0.48815507,0.46183467,0.43474227,0.43062901,0.44246024,0.49208128,0.4885351,0.46877867
1985-06-22,,,12.2,5,2.2772,0.44148847,0.43824947,5.0,4.0,2.0,5.0,5.0,3.0,2.2145,1.3395,0.2417,0.7456,1.2211,1.3203,0.4534989,0.4160654,0.4286052,0.47091156,0.49431133,0.45120835,0.43886283,0.42739746,0.43837017,0.47995865,0.50058216,0.46144968
1985-06-23,,,15.8,5,2.1755,0.43841034,0.43798727,5.0,4.0,4.0,5.0,5.0,3.0,2.3419,1.3391,0.3525,0.5572,1.157,1.2135,0.4426105,0.411332,0.44384223,0.45617676,0.47792,0.44687003,0.44015914,0.42364275,0.43848237,0.46290326,0.4735187,0.45589504
1985-06-24,,25.7,,6,1.8772,0.43230698,0.4357349,5.0,4.0,3.0,5.0,5.0,4.0,2.5372,1.494,0.4786,0.2325,1.117,1.0947,0.43553877,0.40721574,0.43555427,0.44631225,0.45922518,0.44280934,0.4385043,0.4207014,0.43696654,0.4532927,0.46264964,0.4515367
1985-06-25,,24.9,,6,1.7601,0.42700288,0.4316522,5.0,4.0,4.0,2.0,5.0,4.0,2.389,1.7285,0.8911,0.2238,1.1191,1.1134,0.43315917,0.4633518,0.4281675,0.43719018,0.4596668,0.4938362,0.4361349,0.42085505,0.4341411,0.4460869,0.4590705,0.4533866
1985-06-26,,20.5,,6,1.5352,0.4787089,0.44089812,5.0,5.0,4.0,1.0,5.0,4.0,2.3211,2.0257,1.2721,0.3318,1.0805,1.2485,0.4433826,0.45584238,0.42145473,0.43478215,0.4956929,0.48815507,0.43912745,0.43474227,0.43062901,0.44246024,0.49208128,0.4885351
1985-06-27,,,,7,1.2645,0.45841438,0.45226473,5.0,5.0,4.0,2.0,5.0,5.0,2.2772,2.2145,1.3395,0.2417,0.7456,1.2211,0.44148847,0.4534989,0.4160654,0.4286052,0.47091156,0.49431133,0.43824947,0.43886283,0.42739746,0.43837017,0.47995865,0.50058216
1985-06-28,,,,7,1.1847,0.44558275,0.4486185,5.0,5.0,4.0,4.0,5.0,5.0,2.1755,2.3419,1.3391,0.3525,0.5572,1.157,0.43841034,0.4426105,0.411332,0.44384223,0.45617676,0.47792,0.43798727,0.44015914,0.42364275,0.43848237,0.46290326,0.4735187
1985-06-29,,23.7,,8,0.9555,0.4851531,0.4496441,6.0,5.0,4.0,3.0,5.0,5.0,1.8772,2.5372,1.494,0.4786,0.2325,1.117,0.43230698,0.43553877,0.40721574,0.43555427,0.44631225,0.45922518,0.4357349,0.4385043,0.4207014,0.43696654,0.4532927,0.46264964
1985-06-30,,21.1,,8,0.8198,0.4905657,0.49827373,6.0,5.0,4.0,4.0,2.0,5.0,1.7601,2.389,1.7285,0.8911,0.2238,1.1191,0.42700288,0.43315917,0.4633518,0.4281675,0.43719018,0.4596668,0.4316522,0.4361349,0.42085505,0.4341411,0.4460869,0.4590705
1985-07-01,,,,8,0.8036,0.47267655,0.481272,6.0,5.0,5.0,4.0,1.0,5.0,1.5352,2.3211,2.0257,1.2721,0.3318,1.0805,0.4787089,0.4433826,0.45584238,0.42145473,0.43478215,0.4956929,0.44089812,0.43912745,0.43474227,0.43062901,0.44246024,0.49208128
1985-07-02,,,,8,0.4725,0.4597081,0.46856645,7.0,5.0,5.0,4.0,2.0,5.0,1.2645,2.2772,2.2145,1.3395,0.2417,0.7456,0.45841438,0.44148847,0.4534989,0.4160654,0.4286052,0.47091156,0.45226473,0.43824947,0.43886283,0.42739746,0.43837017,0.47995865
1985-07-03,,,,1,0.3888,0.451424,0.46019363,7.0,5.0,5.0,4.0,4.0,5.0,1.1847,2.1755,2.3419,1.3391,0.3525,0.5572,0.44558275,0.43841034,0.4426105,0.411332,0.44384223,0.45617676,0.4486185,0.43798727,0.44015914,0.42364275,0.43848237,0.46290326
1985-07-04,,,,1,0.5401,0.49592012,0.48279512,8.0,6.0,5.0,4.0,3.0,5.0,0.9555,1.8772,2.5372,1.494,0.4786,0.2325,0.4851531,0.43230698,0.43553877,0.40721574,0.43555427,0.44631225,0.4496441,0.4357349,0.4385043,0.4207014,0.43696654,0.4532927
1985-07-05,,22.1,,1,0.4718,0.4840001,0.48952046,8.0,6.0,5.0,4.0,4.0,2.0,0.8198,1.7601,2.389,1.7285,0.8911,0.2238,0.4905657,0.42700288,0.43315917,0.4633518,0.4281675,0.43719018,0.49827373,0.4316522,0.4361349,0.42085505,0.4341411,0.4460869
1985-07-06,,,,1,0.6078,0.47902653,0.48404142,8.0,6.0,5.0,5.0,4.0,1.0,0.8036,1.5352,2.3211,2.0257,1.2721,0.3318,0.47267655,0.4787089,0.4433826,0.45584238,0.42145473,0.43478215,0.481272,0.44089812,0.43912745,0.43474227,0.43062901,0.44246024
1985-07-07,,,,1,0.5139,0.46341246,0.47013226,8.0,7.0,5.0,5.0,4.0,2.0,0.4725,1.2645,2.2772,2.2145,1.3395,0.2417,0.4597081,0.45841438,0.44148847,0.4534989,0.4160654,0.4286052,0.46856645,0.45226473,0.43824947,0.43886283,0.42739746,0.43837017
1985-07-08,,,,1,0.5044,0.45312703,0.45946196,1.0,7.0,5.0,5.0,4.0,4.0,0.3888,1.1847,2.1755,2.3419,1.3391,0.3525,0.451424,0.44558275,0.43841034,0.4426105,0.411332,0.44384223,0.46019363,0.4486185,0.43798727,0.44015914,0.42364275,0.43848237
1985-07-09,,18.4,,2,0.3987,0.44470733,0.45160496,1.0,8.0,6.0,5.0,4.0,3.0,0.5401,0.9555,1.8772,2.5372,1.494,0.4786,0.49592012,0.4851531,0.43230698,0.43553877,0.40721574,0.43555427,0.48279512,0.4496441,0.4357349,0.4385043,0.4207014,0.43696654
1985-07-10,,,4.9,2,0.2277,0.45078486,0.44890264,1.0,8.0,6.0,5.0,4.0,4.0,0.4718,0.8198,1.7601,2.389,1.7285,0.8911,0.4840001,0.4905657,0.42700288,0.43315917,0.4633518,0.4281675,0.48952046,0.49827373,0.4316522,0.4361349,0.42085505,0.4341411
1985-07-11,,10.1,,1,0.3024,0.43957624,0.44453698,1.0,8.0,6.0,5.0,5.0,4.0,0.6078,0.8036,1.5352,2.3211,2.0257,1.2721,0.47902653,0.47267655,0.4787089,0.4433826,0.45584238,0.42145473,0.48404142,0.481272,0.44089812,0.43912745,0.43474227,0.43062901
1985-07-12,,,,8,0.4437,0.4324787,0.44019574,1.0,8.0,7.0,5.0,5.0,4.0,0.5139,0.4725,1.2645,2.2772,2.2145,1.3395,0.46341246,0.4597081,0.45841438,0.44148847,0.4534989,0.4160654,0.47013226,0.46856645,0.45226473,0.43824947,0.43886283,0.42739746
1985-07-13,,,,8,0.4104,0.42616233,0.43602514,1.0,1.0,7.0,5.0,5.0,4.0,0.5044,0.3888,1.1847,2.1755,2.3419,1.3391,0.45312703,0.451424,0.44558275,0.43841034,0.4426105,0.411332,0.45946196,0.46019363,0.4486185,0.43798727,0.44015914,0.42364275
