,AR_PRCP,AR_TMAX,AR_TMIN,MJOPhase_OLR,MJOAmplitude_OLR,AR_ERA5_Soil_Moisture_Lev1,AR_ERA5_Soil_Moisture_Lev2,MJOPhase_OLR_lag5,MJOPhase_OLR_lag10,MJOPhase_OLR_lag15,MJOPhase_OLR_lag20,MJOPhase_OLR_lag25,MJOPhase_OLR_lag30,MJOAmplitude_OLR_lag5,MJOAmplitude_OLR_lag10,MJOAmplitude_OLR_lag15,MJOAmplitude_OLR_lag20,MJOAmplitude_OLR_lag25,MJOAmplitude_OLR_lag30,AR_ERA5_Soil_Moisture_Lev1_lag5,AR_ERA5_Soil_Moisture_Lev1_lag10,AR_ERA5_Soil_Moisture_Lev1_lag15,AR_ERA5_Soil_Moisture_Lev1_lag20,AR_ERA5_Soil_Moisture_Lev1_lag25,AR_ERA5_Soil_Moisture_Lev1_lag30,AR_ERA5_Soil_Moisture_Lev2_lag5,AR_ERA5_Soil_Moisture_Lev2_lag10,AR_ERA5_Soil_Moisture_Lev2_lag15,AR_ERA5_Soil_Moisture_Lev2_lag20,AR_ERA5_Soil_Moisture_Lev2_lag25,AR_ERA5_Soil_Moisture_Lev2_lag30
1992-07-25,,11.8,1.5,3,0.5877,0.27208313,0.27725077,1.0,2.0,1.0,1.0,8.0,7.0,0.3866,1.5403,1.7078,1.5501,0.7353,0.5995,0.31582287,0.27635348,0.2716831,0.315462,0.27651292,0.2974813,0.27917048,0.27271566,0.27879706,0.2897061,0.28206626,0.28653398
1992-07-26,0.0,12.7,0.9,3,0.6698,0.28793916,0.27683014,2.0,2.0,1.0,1.0,1.0,8.0,0.2759,1.1125,1.8666,1.5573,1.1892,0.473,0.29380685,0.27131104,0.26969132,0.2976016,0.27316856,0.30474773,0.28362203,0.27211034,0.27606305,0.29155305,0.2791934,0.29429784
1992-07-27,0.0,17.4,0.5,3,0.5694,0.2776333,0.27599028,3.0,2.0,1.0,1.0,1.0,8.0,0.1415,0.6606,1.5897,1.4745,1.4457,0.4195,0.28787762,0.26890522,0.27975377,0.28851405,0.27043682,0.2928459,0.28276324,0.2710642,0.27536607,0.2889889,0.27645132,0.29176202
1992-07-28,,14.0,4.5,3,0.7648,0.26888424,0.27342343,4.0,2.0,1.0,1.0,1.0,8.0,0.1971,0.4103,1.2358,1.5805,1.653,0.6514,0.28191203,0.27433088,0.2744232,0.280828,0.28085318,0.28585786,0.28159308,0.27081478,0.2743644,0.28561723,0.27450192,0.28837687
1992-07-29,,12.8,1.6,3,0.7448,0.2648531,0.27115047,3.0,1.0,2.0,1.0,1.0,8.0,0.3711,0.3413,1.4335,1.7667,1.65,0.752,0.2766276,0.26943952,0.27052495,0.2755058,0.29711205,0.2811791,0.27950346,0.26995334,0.2723867,0.28195304,0.2807869,0.28504294
1992-07-30,,8.8,-2.2,3,0.5311,0.26205564,0.2691377,3.0,1.0,2.0,1.0,1.0,8.0,0.5877,0.3866,1.5403,1.7078,1.5501,0.7353,0.27208313,0.31582287,0.27635348,0.2716831,0.315462,0.27651292,0.27725077,0.27917048,0.27271566,0.27879706,0.2897061,0.28206626
1992-07-31,,7.2,-4.9,4,0.5075,0.26068068,0.2674256,3.0,2.0,2.0,1.0,1.0,1.0,0.6698,0.2759,1.1125,1.8666,1.5573,1.1892,0.28793916,0.29380685,0.27131104,0.26969132,0.2976016,0.27316856,0.27683014,0.28362203,0.27211034,0.27606305,0.29155305,0.2791934
1992-08-01,,8.0,-2.1,4,0.3526,0.25613058,0.26536027,3.0,3.0,2.0,1.0,1.0,1.0,0.5694,0.1415,0.6606,1.5897,1.4745,1.4457,0.2776333,0.28787762,0.26890522,0.27975377,0.28851405,0.27043682,0.27599028,0.28276324,0.2710642,0.27536607,0.2889889,0.27645132
1992-08-02,,14.0,-4.1,5,0.3328,0.25300863,0.26221374,3.0,4.0,2.0,1.0,1.0,1.0,0.7648,0.1971,0.4103,1.2358,1.5805,1.653,0.26888424,0.28191203,0.27433088,0.2744232,0.280828,0.28085318,0.27342343,0.28159308,0.27081478,0.2743644,0.28561723,0.27450192
1992-08-03,,13.0,0.2,6,0.1731,0.25156933,0.26041937,3.0,3.0,1.0,2.0,1.0,1.0,0.7448,0.3711,0.3413,1.4335,1.7667,1.65,0.2648531,0.2766276,0.26943952,0.27052495,0.2755058,0.29711205,0.27115047,0.27950346,0.26995334,0.2723867,0.28195304,0.2807869
1992-08-04,0.0,18.9,1.2,7,0.4854,0.24658564,0.25726208,3.0,3.0,1.0,2.0,1.0,1.0,0.5311,0.5877,0.3866,1.5403,1.7078,1.5501,0.26205564,0.27208313,0.31582287,0.27635348,0.2716831,0.315462,0.2691377,0.27725077,0.27917048,0.27271566,0.27879706,0.2897061
1992-08-05,,18.5,3.9,7,0.8011,0.24264403,0.25389445,4.0,3.0,2.0,2.0,1.0,1.0,0.5075,0.6698,0.2759,1.1125,1.8666,1.5573,0.26068068,0.28793916,0.29380685,0.27131104,0.26969132,0.2976016,0.2674256,0.27683014,0.28362203,0.27211034,0.27606305,0.29155305
1992-08-06,0.0,20.0,8.8,7,1.1689,0.2380478,0.25126827,4.0,3.0,3.0,2.0,1.0,1.0,0.3526,0.5694,0.1415,0.6606,1.5897,1.4745,0.25613058,0.2776333,0.28787762,0.26890522,0.27975377,0.28851405,0.26536027,0.27599028,0.28276324,0.2710642,0.27536607,0.2889889
1992-08-07,0.0,12.4,3.5,7,1.3574,0.24038367,0.24932696,5.0,3.0,4.0,2.0,1.0,1.0,0.3328,0.7648,0.1971,0.4103,1.2358,1.5805,0.25300863,0.26888424,0.28191203,0.27433088,0.2744232,0.280828,0.26221374,0.27342343,0.28159308,0.27081478,0.2743644,0.28561723
1992-08-08,,15.0,-2.5,6,1.1471,0.23709665,0.24685721,6.0,3.0,3.0,1.0,2.0,1.0,0.1731,0.7448,0.3711,0.3413,1.4335,1.7667,0.25156933,0.2648531,0.2766276,0.26943952,0.27052495,0.2755058,0.26041937,0.27115047,0.27950346,0.26995334,0.2723867,0.28195304
1992-08-09,,12.6,5.4,7,0.9286,0.23093665,0.2451599,7.0,3.0,3.0,1.0,2.0,1.0,0.4854,0.5311,0.5877,0.3866,1.5403,1.7078,0.24658564,0.26205564,0.27208313,0.31582287,0.27635348,0.2716831,0.25726208,0.2691377,0.27725077,0.27917048,0.27271566,0.27879706
1992-08-10,0.0,13.7,-2.1,7,0.7414,0.22794756,0.24309996,7.0,4.0,3.0,2.0,2.0,1.0,0.8011,0.5075,0.6698,0.2759,1.1125,1.8666,0.24264403,0.26068068,0.28793916,0.29380685,0.27131104,0.26969132,0.25389445,0.2674256,0.27683014,0.28362203,0.27211034,0.27606305
1992-08-11,0.0,19.0,-2.0,7,0.5296,0.22364366,0.23926724,7.0,4.0,3.0,3.0,2.0,1.0,1.1689,0.3526,0.5694,0.1415,0.6606,1.5897,0.2380478,0.25613058,0.2776333,0.28787762,0.26890522,0.27975377,0.25126827,0.26536027,0.27599028,0.28276324,0.2710642,0.27536607
1992-08-12,0.0,21.6,5.1,6,0.373,0.2167409,0.23484942,7.0,5.0,3.0,4.0,2.0,1.0,1.3574,0.3328,0.7648,0.1971,0.4103,1.2358,0.24038367,0.25300863,0.26888424,0.28191203,0.27433088,0.2744232,0.24932696,0.26221374,0.27342343,0.28159308,0.27081478,0.2743644
1992-08-13,0.0,18.3,0.9,5,0.2436,0.21042706,0.23081583,6.0,6.0,3.0,3.0,1.0,2.0,1.1471,0.1731,0.7448,0.3711,0.3413,1.4335,0.23709665,0.25156933,0.2648531,0.2766276,0.26943952,0.27052495,0.24685721,0.26041937,0.27115047,0.27950346,0.26995334,0.2723867
1992-08-14,,21.5,2.9,4,0.4676,0.20981859,0.22957957,7.0,7.0,3.0,3.0,1.0,2.0,0.9286,0.4854,0.5311,0.5877,0.3866,1.5403,0.23093665,0.24658564,0.26205564,0.27208313,0.31582287,0.27635348,0.2451599,0.25726208,0.2691377,0.27725077,0.27917048,0.27271566
1992-08-15,,20.0,11.3,4,0.7666,0.20474398,0.22645731,7.0,7.0,4.0,3.0,2.0,2.0,0.7414,0.8011,0.5075,0.6698,0.2759,1.1125,0.22794756,0.24264403,0.26068068,0.28793916,0.29380685,0.27131104,0.24309996,0.25389445,0.2674256,0.27683014,0.28362203,0.27211034
1992-08-16,,21.2,1.9,5,1.2816,0.20173532,0.22356692,7.0,7.0,4.0,3.0,3.0,2.0,0.5296,1.1689,0.3526,0.5694,0.1415,0.6606,0.22364366,0.2380478,0.25613058,0.2776333,0.28787762,0.26890522,0.23926724,0.25126827,0.26536027,0.27599028,0.28276324,0.2710642
1992-08-17,0.0,18.6,2.7,5,1.3858,0.19880778,0.22106618,6.0,7.0,5.0,3.0,4.0,2.0,0.373,1.3574,0.3328,0.7648,0.1971,0.4103,0.2167409,0.24038367,0.25300863,0.26888424,0.28191203,0.27433088,0.23484942,0.24932696,0.26221374,0.27342343,0.28159308,0.27081478
1992-08-18,,20.9,1.2,5,1.335,0.19480741,0.218289,5.0,6.0,6.0,3.0,3.0,1.0,0.2436,1.1471,0.1731,0.7448,0.3711,0.3413,0.21042706,0.23709665,0.25156933,0.2648531,0.2766276,0.26943952,0.23081583,0.24685721,0.26041937,0.27115047,0.27950346,0.26995334
1992-08-19,,20.9,6.3,5,1.4036,0.18993701,0.2155914,4.0,7.0,7.0,3.0,3.0,1.0,0.4676,0.9286,0.4854,0.5311,0.5877,0.3866,0.20981859,0.23093665,0.24658564,0.26205564,0.27208313,0.31582287,0.22957957,0.2451599,0.25726208,0.2691377,0.27725077,0.27917048
1992-08-20,,24.6,7.6,5,1.3522,0.19814476,0.21267271,4.0,7.0,7.0,4.0,3.0,2.0,0.7666,0.7414,0.8011,0.5075,0.6698,0.2759,0.20474398,0.22794756,0.24264403,0.26068068,0.28793916,0.29380685,0.22645731,0.24309996,0.25389445,0.2674256,0.27683014,0.28362203
1992-08-21,0.0,20.8,14.5,5,1.0644,0.19113153,0.21094576,5.0,7.0,7.0,4.0,3.0,3.0,1.2816,0.5296,1.1689,0.3526,0.5694,0.1415,0.20173532,0.22364366,0.2380478,0.25613058,0.2776333,0.28787762,0.22356692,0.23926724,0.25126827,0.26536027,0.27599028,0.28276324
1992-08-22,17.0,18.2,8.3,5,0.8359,0.29831636,0.22488405,5.0,6.0,7.0,5.0,3.0,4.0,1.3858,0.373,1.3574,0.3328,0.7648,0.1971,0.19880778,0.2167409,0.24038367,0.25300863,0.26888424,0.28191203,0.22106618,0.23484942,0.24932696,0.26221374,0.27342343,0.28159308
1992-08-23,0.0,20.2,4.5,5,0.7806,0.26753306,0.23105848,5.0,5.0,6.0,6.0,3.0,3.0,1.335,0.2436,1.1471,0.1731,0.7448,0.3711,0.19480741,0.21042706,0.23709665,0.25156933,0.2648531,0.2766276,0.218289,0.23081583,0.24685721,0.26041937,0.27115047,0.27950346
1992-08-24,0.0,24.5,6.3,6,0.7867,0.24923345,0.23141707,5.0,4.0,7.0,7.0,3.0,3.0,1.4036,0.4676,0.9286,0.4854,0.5311,0.5877,0.18993701,0.20981859,0.23093665,0.24658564,0.26205564,0.27208313,0.2155914,0.22957957,0.2451599,0.25726208,0.2691377,0.27725077
1992-08-25,0.0,23.4,11.7,6,0.9643,0.23434536,0.23013368,5.0,4.0,7.0,7.0,4.0,3.0,1.3522,0.7666,0.7414,0.8011,0.5075,0.6698,0.19814476,0.20474398,0.22794756,0.24264403,0.26068068,0.28793916,0.21267271,0.22645731,0.24309996,0.25389445,0.2674256,0.27683014
1992-08-26,,21.3,4.9,6,1.034,0.22455004,0.2279497,5.0,5.0,7.0,7.0,4.0,3.0,1.0644,1.2816,0.5296,1.1689,0.3526,0.5694,0.19113153,0.20173532,0.22364366,0.2380478,0.25613058,0.2776333,0.21094576,0.22356692,0.23926724,0.25126827,0.26536027,0.27599028
1992-08-27,,15.3,5.6,5,1.1354,0.21888377,0.22636296,5.0,5.0,6.0,7.0,5.0,3.0,0.8359,1.3858,0.373,1.3574,0.3328,0.7648,0.29831636,0.19880778,0.2167409,0.24038367,0.25300863,0.26888424,0.22488405,0.22106618,0.23484942,0.24932696,0.26221374,0.27342343
1992-08-28,0.0,9.0,3.1,5,1.4089,0.21661082,0.22811686,5.0,5.0,5.0,6.0,6.0,3.0,0.7806,1.335,0.2436,1.1471,0.1731,0.7448,0.26753306,0.19480741,0.21042706,0.23709665,0.25156933,0.2648531,0.23105848,0.218289,0.23081583,0.24685721,0.26041937,0.27115047
1992-08-29,23.9,13.1,5.9,5,1.6230000000000002,0.32658052,0.23756725,6.0,5.0,4.0,7.0,7.0,3.0,0.7867,1.4036,0.4676,0.9286,0.4854,0.5311,0.24923345,0.18993701,0.20981859,0.23093665,0.24658564,0.26205564,0.23141707,0.2155914,0.22957957,0.2451599,0.25726208,0.2691377
1992-08-30,0.0,10.2,7.8,5,1.8192,0.30783054,0.29237947,6.0,5.0,4.0,7.0,7.0,4.0,0.9643,1.3522,0.7666,0.7414,0.8011,0.5075,0.23434536,0.19814476,0.20474398,0.22794756,0.24264403,0.26068068,0.23013368,0.21267271,0.22645731,0.24309996,0.25389445,0.2674256
1992-08-31,5.1,8.6,5.9,5,1.8443,0.30698848,0.2935092,6.0,5.0,5.0,7.0,7.0,4.0,1.034,1.0644,1.2816,0.5296,1.1689,0.3526,0.22455004,0.19113153,0.20173532,0.22364366,0.2380478,0.25613058,0.2279497,0.21094576,0.22356692,0.23926724,0.25126827,0.26536027
1992-09-01,0.0,8.5,3.3,5,1.4301,0.30459386,0.2974565,5.0,5.0,5.0,6.0,7.0,5.0,1.1354,0.8359,1.3858,0.373,1.3574,0.3328,0.21888377,0.29831636,0.19880778,0.2167409,0.24038367,0.25300863,0.22636296,0.22488405,0.22106618,0.23484942,0.24932696,0.26221374
1992-09-02,,11.6,5.1,5,1.3193,0.29690504,0.29499078,5.0,5.0,5.0,5.0,6.0,6.0,1.4089,0.7806,1.335,0.2436,1.1471,0.1731,0.21661082,0.26753306,0.19480741,0.21042706,0.23709665,0.25156933,0.22811686,0.23105848,0.218289,0.23081583,0.24685721,0.26041937
1992-09-03,0.0,18.0,4.4,6,1.4556,0.28668728,0.29068485,5.0,6.0,5.0,4.0,7.0,7.0,1.6230000000000002,0.7867,1.4036,0.4676,0.9286,0.4854,0.32658052,0.24923345,0.18993701,0.20981859,0.23093665,0.24658564,0.23756725,0.23141707,0.2155914,0.22957957,0.2451599,0.25726208
1992-09-04,0.0,16.3,10.9,6,1.5263,0.2757828,0.28485018,5.0,6.0,5.0,4.0,7.0,7.0,1.8192,0.9643,1.3522,0.7666,0.7414,0.8011,0.30783054,0.23434536,0.19814476,0.20474398,0.22794756,0.24264403,0.29237947,0.23013368,0.21267271,0.22645731,0.24309996,0.25389445
1992-09-05,0.8,15.4,0.1,6,1.4674,0.2754037,0.281283,5.0,6.0,5.0,5.0,7.0,7.0,1.8443,1.034,1.0644,1.2816,0.5296,1.1689,0.30698848,0.22455004,0.19113153,0.20173532,0.22364366,0.2380478,0.2935092,0.2279497,0.21094576,0.22356692,0.23926724,0.25126827
1992-09-06,0.0,17.8,1.8,6,1.125,0.26795828,0.2772521,5.0,5.0,5.0,5.0,6.0,7.0,1.4301,1.1354,0.8359,1.3858,0.373,1.3574,0.30459386,0.21888377,0.29831636,0.19880778,0.2167409,0.24038367,0.2974565,0.22636296,0.22488405,0.22106618,0.23484942,0.24932696
1992-09-07,,17.1,5.7,7,1.269,0.2630711,0.27357712,5.0,5.0,5.0,5.0,5.0,6.0,1.3193,1.4089,0.7806,1.335,0.2436,1.1471,0.29690504,0.21661082,0.26753306,0.19480741,0.21042706,0.23709665,0.29499078,0.22811686,0.23105848,0.218289,0.23081583,0.24685721
1992-09-08,0.0,21.5,4.4,7,1.2678,0.25998408,0.27089432,6.0,5.0,6.0,5.0,4.0,7.0,1.4556,1.6230000000000002,0.7867,1.4036,0.4676,0.9286,0.28668728,0.32658052,0.24923345,0.18993701,0.20981859,0.23093665,0.29068485,0.23756725,0.23141707,0.2155914,0.22957957,0.2451599
1992-09-09,0.0,19.0,9.1,7,1.4619,0.25434023,0.2669106,6.0,5.0,6.0,5.0,4.0,7.0,1.5263,1.8192,0.9643,1.3522,0.7666,0.7414,0.2757828,0.30783054,0.23434536,0.19814476,0.20474398,0.22794756,0.28485018,0.29237947,0.23013368,0.21267271,0.22645731,0.24309996
1992-09-10,,17.2,9.8,7,1.7147,0.2707655,0.2641065,6.0,5.0,6.0,5.0,5.0,7.0,1.4674,1.8443,1.034,1.0644,1.2816,0.5296,0.2754037,0.30698848,0.22455004,0.19113153,0.20173532,0.22364366,0.281283,0.2935092,0.2279497,0.21094576,0.22356692,0.23926724
1992-09-11,0.0,18.0,11.1,7,1.7384,0.29278436,0.26962978,6.0,5.0,5.0,5.0,5.0,6.0,1.125,1.4301,1.1354,0.8359,1.3858,0.373,0.26795828,0.30459386,0.21888377,0.29831636,0.19880778,0.2167409,0.2772521,0.2974565,0.22636296,0.22488405,0.22106618,0.23484942
1992-09-12,,11.6,6.2,7,1.5878,0.30050257,0.27867168,7.0,5.0,5.0,5.0,5.0,5.0,1.269,1.3193,1.4089,0.7806,1.335,0.2436,0.2630711,0.29690504,0.21661082,0.26753306,0.19480741,0.21042706,0.27357712,0.29499078,0.22811686,0.23105848,0.218289,0.23081583
1992-09-13,0.5,18.5,0.5,7,1.1963,0.28985542,0.28053614,7.0,6.0,5.0,6.0,5.0,4.0,1.2678,1.4556,1.6230000000000002,0.7867,1.4036,0.4676,0.25998408,0.28668728,0.32658052,0.24923345,0.18993701,0.20981859,0.27089432,0.29068485,0.23756725,0.23141707,0.2155914,0.22957957
1992-09-14,0.0,22.4,9.1,7,1.3926,0.2742386,0.27714154,7.0,6.0,5.0,6.0,5.0,4.0,1.4619,1.5263,1.8192,0.9643,1.3522,0.7666,0.25434023,0.2757828,0.30783054,0.23434536,0.19814476,0.20474398,0.2669106,0.28485018,0.29237947,0.23013368,0.21267271,0.22645731
1992-09-15,0.0,22.5,6.2,7,1.6896,0.26410338,0.27356496,7.0,6.0,5.0,6.0,5.0,5.0,1.7147,1.4674,1.8443,1.034,1.0644,1.2816,0.2707655,0.2754037,0.30698848,0.22455004,0.19113153,0.20173532,0.2641065,0.281283,0.2935092,0.2279497,0.21094576,0.22356692
1992-09-16,0.0,23.5,13.8,7,1.846,0.26475656,0.26932645,7.0,6.0,5.0,5.0,5.0,5.0,1.7384,1.125,1.4301,1.1354,0.8359,1.3858,0.29278436,0.26795828,0.30459386,0.21888377,0.29831636,0.19880778,0.26962978,0.2772521,0.2974565,0.22636296,0.22488405,0.22106618
1992-09-17,67.1,18.5,9.7,7,1.6188,0.34649006,0.3478765,7.0,7.0,5.0,5.0,5.0,5.0,1.5878,1.269,1.3193,1.4089,0.7806,1.335,0.30050257,0.2630711,0.29690504,0.21661082,0.26753306,0.19480741,0.27867168,0.27357712,0.29499078,0.22811686,0.23105848,0.218289
1992-09-18,0.0,17.4,3.7,8,1.4083,0.33119354,0.33718047,7.0,7.0,6.0,5.0,6.0,5.0,1.1963,1.2678,1.4556,1.6230000000000002,0.7867,1.4036,0.28985542,0.25998408,0.28668728,0.32658052,0.24923345,0.18993701,0.28053614,0.27089432,0.29068485,0.23756725,0.23141707,0.2155914
1992-09-19,,22.5,6.8,8,1.3592,0.31129938,0.32109055,7.0,7.0,6.0,5.0,6.0,5.0,1.3926,1.4619,1.5263,1.8192,0.9643,1.3522,0.2742386,0.25434023,0.2757828,0.30783054,0.23434536,0.19814476,0.27714154,0.2669106,0.28485018,0.29237947,0.23013368,0.21267271
1992-09-20,0.0,18.2,8.1,8,1.2056,0.29716942,0.3094279,7.0,7.0,6.0,5.0,6.0,5.0,1.6896,1.7147,1.4674,1.8443,1.034,1.0644,0.26410338,0.2707655,0.2754037,0.30698848,0.22455004,0.19113153,0.27356496,0.2641065,0.281283,0.2935092,0.2279497,0.21094576
1992-09-21,0.0,15.1,8.4,8,1.1241,0.29039532,0.3009913,7.0,7.0,6.0,5.0,5.0,5.0,1.846,1.7384,1.125,1.4301,1.1354,0.8359,0.26475656,0.29278436,0.26795828,0.30459386,0.21888377,0.29831636,0.26932645,0.26962978,0.2772521,0.2974565,0.22636296,0.22488405
1992-09-22,0.0,16.0,1.9,1,0.9669,0.2831359,0.29493952,7.0,7.0,7.0,5.0,5.0,5.0,1.6188,1.5878,1.269,1.3193,1.4089,0.7806,0.34649006,0.30050257,0.2630711,0.29690504,0.21661082,0.26753306,0.3478765,0.27867168,0.27357712,0.29499078,0.22811686,0.23105848
1992-09-23,0.0,16.8,1.8,1,0.7333,0.27255732,0.2880088,8.0,7.0,7.0,6.0,5.0,6.0,1.4083,1.1963,1.2678,1.4556,1.6230000000000002,0.7867,0.33119354,0.28985542,0.25998408,0.28668728,0.32658052,0.24923345,0.33718047,0.28053614,0.27089432,0.29068485,0.23756725,0.23141707
1992-09-24,0.0,14.3,6.8,1,0.5499,0.26374248,0.28116167,8.0,7.0,7.0,6.0,5.0,6.0,1.3592,1.3926,1.4619,1.5263,1.8192,0.9643,0.31129938,0.2742386,0.25434023,0.2757828,0.30783054,0.23434536,0.32109055,0.27714154,0.2669106,0.28485018,0.29237947,0.23013368
1992-09-25,2.0,14.0,-1.7,2,0.7286,0.27197963,0.27794236,8.0,7.0,7.0,6.0,5.0,6.0,1.2056,1.6896,1.7147,1.4674,1.8443,1.034,0.29716942,0.26410338,0.2707655,0.2754037,0.30698848,0.22455004,0.3094279,0.27356496,0.2641065,0.281283,0.2935092,0.2279497
1992-09-26,0.0,15.9,5.9,1,0.7357,0.26576227,0.2739101,8.0,7.0,7.0,6.0,5.0,5.0,1.1241,1.846,1.7384,1.125,1.4301,1.1354,0.29039532,0.26475656,0.29278436,0.26795828,0.30459386,0.21888377,0.3009913,0.26932645,0.26962978,0.2772521,0.2974565,0.22636296
1992-09-27,,17.8,1.9,1,0.5920000000000001,0.26245707,0.2707784,1.0,7.0,7.0,7.0,5.0,5.0,0.9669,1.6188,1.5878,1.269,1.3193,1.4089,0.2831359,0.34649006,0.30050257,0.2630711,0.29690504,0.21661082,0.29493952,0.3478765,0.27867168,0.27357712,0.29499078,0.22811686
1992-09-28,0.0,27.4,7.8,1,0.4835,0.251961,0.26574716,1.0,8.0,7.0,7.0,6.0,5.0,0.7333,1.4083,1.1963,1.2678,1.4556,1.6230000000000002,0.27255732,0.33119354,0.28985542,0.25998408,0.28668728,0.32658052,0.2880088,0.33718047,0.28053614,0.27089432,0.29068485,0.23756725
1992-09-29,,27.6,15.8,1,0.4968,0.23752189,0.2584821,1.0,8.0,7.0,7.0,6.0,5.0,0.5499,1.3592,1.3926,1.4619,1.5263,1.8192,0.26374248,0.31129938,0.2742386,0.25434023,0.2757828,0.30783054,0.28116167,0.32109055,0.27714154,0.2669106,0.28485018,0.29237947
1992-09-30,0.0,29.4,13.3,2,0.4435,0.22549978,0.2515797,2.0,8.0,7.0,7.0,6.0,5.0,0.7286,1.2056,1.6896,1.7147,1.4674,1.8443,0.27197963,0.29716942,0.26410338,0.2707655,0.2754037,0.30698848,0.27794236,0.3094279,0.27356496,0.2641065,0.281283,0.2935092
1992-10-01,0.0,24.1,11.0,2,0.539,0.21373504,0.24391559,1.0,8.0,7.0,7.0,6.0,5.0,0.7357,1.1241,1.846,1.7384,1.125,1.4301,0.26576227,0.29039532,0.26475656,0.29278436,0.26795828,0.30459386,0.2739101,0.3009913,0.26932645,0.26962978,0.2772521,0.2974565
1992-10-02,4.1,20.6,8.6,1,0.6954,0.26986614,0.24692863,1.0,1.0,7.0,7.0,7.0,5.0,0.5920000000000001,0.9669,1.6188,1.5878,1.269,1.3193,0.26245707,0.2831359,0.34649006,0.30050257,0.2630711,0.29690504,0.2707784,0.29493952,0.3478765,0.27867168,0.27357712,0.29499078
1992-10-03,0.0,22.0,6.2,1,0.7793,0.2538423,0.24561557,1.0,1.0,8.0,7.0,7.0,6.0,0.4835,0.7333,1.4083,1.1963,1.2678,1.4556,0.251961,0.27255732,0.33119354,0.28985542,0.25998408,0.28668728,0.26574716,0.2880088,0.33718047,0.28053614,0.27089432,0.29068485
1992-10-04,6.1,22.5,11.3,2,0.8290000000000001,0.2839024,0.24666442,1.0,1.0,8.0,7.0,7.0,6.0,0.4968,0.5499,1.3592,1.3926,1.4619,1.5263,0.23752189,0.26374248,0.31129938,0.2742386,0.25434023,0.2757828,0.2584821,0.28116167,0.32109055,0.27714154,0.2669106,0.28485018
1992-10-05,0.0,15.8,6.9,2,0.8915,0.27721506,0.2542301,2.0,2.0,8.0,7.0,7.0,6.0,0.4435,0.7286,1.2056,1.6896,1.7147,1.4674,0.22549978,0.27197963,0.29716942,0.26410338,0.2707655,0.2754037,0.2515797,0.27794236,0.3094279,0.27356496,0.2641065,0.281283
1992-10-06,,19.4,0.0,2,0.7992,0.2569796,0.2533215,2.0,1.0,8.0,7.0,7.0,6.0,0.539,0.7357,1.1241,1.846,1.7384,1.125,0.21373504,0.26576227,0.29039532,0.26475656,0.29278436,0.26795828,0.24391559,0.2739101,0.3009913,0.26932645,0.26962978,0.2772521
1992-10-07,,18.2,7.0,3,0.7172,0.23793308,0.24936876,1.0,1.0,1.0,7.0,7.0,7.0,0.6954,0.5920000000000001,0.9669,1.6188,1.5878,1.269,0.26986614,0.26245707,0.2831359,0.34649006,0.30050257,0.2630711,0.24692863,0.2707784,0.29493952,0.3478765,0.27867168,0.27357712
1992-10-08,0.0,21.0,0.2,3,0.7262,0.22771397,0.2447083,1.0,1.0,1.0,8.0,7.0,7.0,0.7793,0.4835,0.7333,1.4083,1.1963,1.2678,0.2538423,0.251961,0.27255732,0.33119354,0.28985542,0.25998408,0.24561557,0.26574716,0.2880088,0.33718047,0.28053614,0.27089432
1992-10-09,,26.7,5.5,3,0.8064,0.215117,0.23894909,2.0,1.0,1.0,8.0,7.0,7.0,0.8290000000000001,0.4968,0.5499,1.3592,1.3926,1.4619,0.2839024,0.23752189,0.26374248,0.31129938,0.2742386,0.25434023,0.24666442,0.2584821,0.28116167,0.32109055,0.27714154,0.2669106
1992-10-10,0.0,19.2,11.0,4,1.1959,0.21943347,0.23301597,2.0,2.0,2.0,8.0,7.0,7.0,0.8915,0.4435,0.7286,1.2056,1.6896,1.7147,0.27721506,0.22549978,0.27197963,0.29716942,0.26410338,0.2707655,0.2542301,0.2515797,0.27794236,0.3094279,0.27356496,0.2641065
1992-10-11,2.0,18.7,5.6,4,1.2264,0.24629332,0.23306584,2.0,2.0,1.0,8.0,7.0,7.0,0.7992,0.539,0.7357,1.1241,1.846,1.7384,0.2569796,0.21373504,0.26576227,0.29039532,0.26475656,0.29278436,0.2533215,0.24391559,0.2739101,0.3009913,0.26932645,0.26962978
1992-10-12,0.0,21.4,4.8,4,1.2904,0.23258716,0.23223808,3.0,1.0,1.0,1.0,7.0,7.0,0.7172,0.6954,0.5920000000000001,0.9669,1.6188,1.5878,0.23793308,0.26986614,0.26245707,0.2831359,0.34649006,0.30050257,0.24936876,0.24692863,0.2707784,0.29493952,0.3478765,0.27867168
1992-10-13,,29.4,8.1,4,1.1309,0.21173486,0.22602592,3.0,1.0,1.0,1.0,8.0,7.0,0.7262,0.7793,0.4835,0.7333,1.4083,1.1963,0.22771397,0.2538423,0.251961,0.27255732,0.33119354,0.28985542,0.2447083,0.24561557,0.26574716,0.2880088,0.33718047,0.28053614
1992-10-14,0.0,28.0,6.8,4,1.0384,0.19413601,0.22051072,3.0,2.0,1.0,1.0,8.0,7.0,0.8064,0.8290000000000001,0.4968,0.5499,1.3592,1.3926,0.215117,0.2839024,0.23752189,0.26374248,0.31129938,0.2742386,0.23894909,0.24666442,0.2584821,0.28116167,0.32109055,0.27714154
