,BahiaBlanca_Rainfall,MJOPhase_OLR,MJOLongitude_OLR,MJOAmplitude_OLR,MJOPhase_Chi200,MJOLongitude_Chi200,MJOAmplitude_Chi200,ERA5_Soil_Moisture_Lev1,ERA5_Soil_Moisture_Lev2
2003-03-03,0.0,5,172.0,1.3055,6,188.5,1.5801,0.12678567,0.15626162
2003-03-04,0.0,5,178.4,1.3776,6,194.4,1.6787,0.1242204,0.15339684
2003-03-05,0.0,6,187.9,1.254,6,190.8,1.2562,0.119571015,0.1488523
2003-03-06,0.0,6,201.9,1.37,6,199.1,1.2982,0.117333055,0.14587563
2003-03-07,0.0,6,200.7,1.3819,6,192.8,1.3417,0.11706169,0.14453965
2003-03-08,,6,204.6,1.2183,6,188.8,1.0866,0.11547272,0.14274123
2003-03-09,,6,215.2,1.2159,6,200.4,1.1063,0.117460325,0.14156702
2003-03-10,0.0,6,220.4,1.2864,6,212.1,1.2523,0.115331456,0.13729075
2003-03-11,0.0,7,232.3,1.0488,6,222.1,1.2609,0.23606998,0.14616549
2003-03-12,0.0,8,272.2,1.3533,7,266.0,1.5321,0.2109236,0.14935112
2003-03-13,0.0,8,290.8,1.8772,8,279.1,2.0932,0.19086577,0.15133151
2003-03-14,0.0,8,304.7,2.2044,8,291.3,2.4126,0.18461064,0.15312049
2003-03-15,0.0,8,314.2,2.2201,8,302.2,2.5663,0.18309303,0.15331057
2003-03-16,0.0,1,321.6,2.5769,8,311.4,3.2998,0.16754471,0.15249765
2003-03-17,0.0,1,324.9,2.5584,1,316.2,3.1769,0.15018925,0.14697841
2003-03-18,,1,336.9,2.3472,1,334.1,2.7159,0.1408723,0.14685842
2003-03-19,,1,342.8,2.0882,1,345.7,2.4852,0.13325341,0.14520697
2003-03-20,0.0,1,342.3,1.9161,1,350.0,2.4814,0.13062239,0.14519349
2003-03-21,0.0,1,349.5,2.0096,1,356.2,2.3197,0.13561307,0.14667913
2003-03-22,0.0,1,357.7,1.9779,2,12.7,2.2003,0.1320449,0.1447095
2003-03-23,0.0,2,3.0,1.8431,2,12.8,2.0322,0.12893972,0.1434126
2003-03-24,0.0,2,13.1,1.7979,2,21.9,1.8891,0.12692136,0.14349215
2003-03-25,0.0,2,20.5,1.6171,2,27.9,1.7325,0.12631011,0.14326431
2003-03-26,0.0,2,26.0,1.3107,2,43.5,1.3567,0.12716193,0.14411229
2003-03-27,14.0,3,48.4,1.0538,3,68.2,1.3023,0.33743048,0.16943417
2003-03-28,0.0,3,72.7,0.9017,3,79.3,1.288,0.27054173,0.2005773
2003-03-29,0.0,3,88.7,0.8431,3,82.8,1.1148,0.2461982,0.20302147
2003-03-30,0.0,4,127.1,0.8662,4,115.4,1.2157,0.23155347,0.2045435
2003-03-31,7.9,5,142.1,1.4132,5,141.5,1.5726,0.23013794,0.20568535
2003-04-01,0.0,5,153.2,1.4838,5,152.6,1.6705,0.23053521,0.20571771
2003-04-02,0.0,5,158.8,1.6591,5,162.0,1.3636,0.22177213,0.20469584
2003-04-03,,5,173.6,1.2848,6,182.4,1.1036,0.21083127,0.20391527
2003-04-04,6.1,6,186.1,1.2795,6,190.4,1.0773,0.207382,0.20356071
2003-04-05,2.0,6,201.3,1.3604,6,201.3,1.2807,0.21084246,0.20247816
2003-04-06,0.0,6,223.5,1.3861,6,222.2,1.3318,0.20855133,0.20212361
2003-04-07,0.0,7,237.8,1.6909,7,233.6,1.7851,0.20358166,0.19909975
2003-04-08,0.0,7,249.7,1.4714,7,235.8,1.7056,0.19354014,0.19672973
2003-04-09,0.3,8,271.6,1.3679,7,259.4,1.5817,0.18828091,0.19552585
2003-04-10,0.0,8,283.4,1.6068,8,271.4,1.8005,0.18120334,0.19435973
2003-04-11,0.0,8,295.3,1.6718,8,282.8,1.5279,0.17869821,0.19294554
2003-04-12,0.0,8,298.7,1.7466,8,291.3,1.8069,0.17525032,0.1895604
2003-04-13,0.0,8,299.1,1.3964,8,294.8,1.4868,0.16366184,0.18345878
2003-04-14,0.0,8,310.6,1.0721,8,309.7,1.2946,0.15321052,0.17774405
2003-04-15,0.0,1,329.8,1.1914,1,322.5,1.5007,0.14613013,0.17437103
2003-04-16,0.0,1,329.8,1.2325,1,327.0,1.1955,0.1413241,0.17412838
2003-04-17,0.0,1,328.2,0.9291,1,345.7,0.7551,0.14200668,0.17384121
2003-04-18,3.0,1,340.0,0.4353,3,47.9,0.2647,0.18048719,0.1737455
2003-04-19,6.1,2,18.3,0.4599,3,51.4,0.5176,0.2025284,0.176373
2003-04-20,0.0,2,10.2,0.6286,2,15.1,0.4144,0.1948018,0.17645793
2003-04-21,0.0,2,6.8,0.965,2,15.7,0.759,0.18273355,0.17462313
2003-04-22,0.5,2,9.1,0.9434,1,358.6,0.7471,0.17752467,0.17686372
2003-04-23,,2,18.8,0.9897,2,20.1,0.8333,0.17753586,0.17689878
2003-04-24,0.0,2,25.5,0.8909999999999999,2,16.1,0.8724,0.17245567,0.17612493
2003-04-25,0.0,2,15.8,0.9647,2,11.4,0.8941,0.19702718,0.17679363
2003-04-26,1.0,2,15.0,0.993,2,21.0,1.1945,0.1982091,0.17837498
2003-04-27,0.0,2,18.5,1.2157,2,22.4,1.3438,0.19060001,0.17775753
2003-04-28,0.0,2,23.2,1.3911,2,25.5,1.3412,0.18495333,0.17793144
2003-04-29,0.0,2,32.5,1.666,2,33.7,1.6726,0.17790931,0.17635952
2003-04-30,0.0,2,41.3,1.8663,3,45.6,1.9633,0.20356205,0.175552
2003-05-01,0.0,2,43.5,1.6438,3,48.8,1.8533,0.20735963,0.1762382
2003-05-02,0.0,3,47.1,1.3561,3,50.1,1.6434,0.19663973,0.17425105
2003-05-03,,3,63.5,1.0922,3,74.9,1.4276,0.18640101,0.17239603
2003-05-04,0.0,3,80.8,1.0611,4,97.0,1.3503,0.17742535,0.17044258
2003-05-05,0.0,3,81.3,1.3463,4,104.8,1.5077,0.17178148,0.16948947
2003-05-06,,3,80.2,1.3549,4,109.8,1.3834,0.16585925,0.16670693
2003-05-07,,3,82.4,1.3858,4,109.2,1.1757,0.15887678,0.16381519
2003-05-08,0.0,3,87.0,1.47,4,94.6,1.2095,0.15147887,0.16093558
2003-05-09,0.0,4,95.0,1.7112,4,99.8,1.5,0.14720716,0.15992314
2003-05-10,0.0,4,105.3,2.0595,4,113.3,1.7614,0.14451039,0.15907921
2003-05-11,,4,112.8,2.2623,4,114.1,2.0544,0.14385441,0.15874353
2003-05-12,0.0,4,123.6,2.275,4,123.5,2.0792,0.13983864,0.15728891
2003-05-13,2.0,5,144.7,2.5921,5,142.2,2.4084,0.1528972,0.15755448
2003-05-14,55.9,5,159.2,2.9633,5,160.7,2.8411,0.3321069,0.19677287
2003-05-15,0.0,5,168.1,3.122,5,170.7,3.1332,0.27620658,0.21969914
2003-05-16,0.0,5,177.2,3.1458,6,183.1,3.3682,0.25802866,0.22364378
2003-05-17,,6,186.7,2.9148,6,199.7,2.9781,0.24799836,0.22490427
2003-05-18,,6,195.8,2.7501,6,216.2,2.6953,0.24026059,0.22418304
2003-05-19,0.0,6,208.8,2.7662,7,227.9,2.7471,0.2328543,0.22301556
2003-05-20,0.0,6,220.7,2.8227,7,230.9,2.7742,0.23443067,0.22202736
2003-05-21,0.5,7,225.6,3.1562,7,228.9,2.8252,0.27073336,0.22321911
2003-05-22,2.0,7,225.6,3.3034,7,228.9,3.1906,0.28456962,0.23988874
2003-05-23,0.0,7,226.4,3.0407,7,230.5,3.0971,0.26581404,0.24217919
2003-05-24,0.0,7,233.5,2.8306,7,242.2,2.6551,0.26108772,0.2426335
2003-05-25,0.0,7,244.6,2.8369,7,254.8,2.5836,0.25178334,0.24113709
2003-05-26,0.0,7,252.4,2.904,7,260.7,2.5364,0.24126348,0.23873338
2003-05-27,0.0,7,251.7,2.596,7,265.7,2.1694,0.23269346,0.23552349
2003-05-28,0.0,7,253.9,2.2673,7,269.9,2.0282,0.22674324,0.23286632
2003-05-29,0.0,7,255.9,2.0129,8,276.0,1.8734,0.22070351,0.22922233
2003-05-30,0.0,7,259.7,1.9148,8,280.8,1.7546,0.21601635,0.22622949
2003-05-31,0.0,7,266.1,1.8108,8,274.5,1.8034,0.21657306,0.22461036
2003-06-01,0.0,8,275.2,1.6159,8,282.3,1.5395,0.21318954,0.22287805
2003-06-02,0.0,8,282.6,1.6553,8,287.0,1.6293,0.2104564,0.22094348
2003-06-03,0.0,8,287.5,1.6775,8,279.6,1.5629,0.20734423,0.21879591
2003-06-04,0.0,8,292.2,1.8742,8,281.2,1.3282,0.20360962,0.2175745
2003-06-05,3.0,8,288.7,1.7284,8,284.4,1.1469,0.20771909,0.21650678
2003-06-06,0.0,8,285.1,1.3673,8,277.1,0.9496,0.21019763,0.21522608
2003-06-07,0.0,8,284.2,1.3437,8,271.9,1.0465,0.20511606,0.2124961
2003-06-08,0.0,8,296.1,1.4403,8,280.2,1.2293,0.20088488,0.21037415
2003-06-09,0.0,8,301.0,1.6286,8,299.5,1.2632,0.19620335,0.20825084
2003-06-10,0.0,8,310.5,1.6488,8,314.4,1.5125,0.19613479,0.20613833
2003-06-11,5.1,1,320.8,1.4096,1,327.7,1.2305,0.20819747,0.20473626
2003-06-12,0.0,1,331.6,1.3321,1,337.8,1.0736,0.2039649,0.20391391
2003-06-13,0.0,1,321.8,1.2847,1,328.5,0.8611,0.23366137,0.20480773
2003-06-14,,1,321.9,1.1486,1,331.7,0.8559,0.22333872,0.20516768
2003-06-15,1.0,1,336.1,1.0006,1,331.0,1.0706,0.25432205,0.20792325
2003-06-16,0.0,1,345.3,1.1807,1,333.0,1.2041,0.23557483,0.20891951
2003-06-17,0.0,1,343.5,1.4406,1,335.7,1.3257,0.2248913,0.20836274
2003-06-18,0.0,1,344.7,1.5702,1,339.1,1.351,0.21701506,0.20685284
2003-06-19,,1,347.8,1.4366,1,344.0,1.4982,0.211353,0.20619899
2003-06-20,1.0,1,358.2,1.3347,1,352.9,1.4769,0.21053474,0.20625159
2003-06-21,2.0,2,5.5,1.2714,2,2.5,1.5234,0.20869821,0.2074258
2003-06-22,0.0,2,11.9,1.3121,2,0.8,1.431,0.20332147,0.20561391
2003-06-23,,2,20.7,1.4356,2,22.0,1.1575,0.20481811,0.20395167
2003-06-24,0.0,2,25.7,1.2284,2,35.0,1.1059,0.19805945,0.20199552
2003-06-25,,2,18.2,0.9186,2,37.7,0.7824,0.19383667,0.20063931
2003-06-26,0.0,2,4.9,0.7401,2,21.2,0.5547,0.19251348,0.19989783
2003-06-27,3.0,2,13.2,0.5704,3,51.9,0.5391,0.19487034,0.19943544
2003-06-28,,2,29.8,0.4619,3,66.0,0.5022,0.20709665,0.19895145
2003-06-29,0.0,2,42.9,0.7119,3,76.7,0.5583,0.20432298,0.19866431
2003-06-30,0.0,2,41.0,0.9907,3,61.6,0.7533,0.2025046,0.19938421
2003-07-01,0.0,2,33.7,1.8257,2,42.9,1.6245,0.1984497,0.19843782
2003-07-02,0.0,2,23.0,1.9081,2,27.9,1.6639,0.19519345,0.19777724
2003-07-03,0.0,2,18.5,1.7534,2,23.0,1.7497,0.1928226,0.19702499
2003-07-04,0.0,2,24.4,1.4997,2,29.6,1.7599,0.190393,0.19557035
2003-07-05,0.0,2,27.7,1.2632,2,26.8,1.5282,0.18728922,0.19394046
2003-07-06,0.0,2,32.8,1.2635,2,41.2,1.4905,0.18323989,0.1915071
2003-07-07,0.0,2,31.3,1.2373,2,42.8,1.4489,0.17973188,0.19028297
2003-07-08,0.0,2,40.0,1.2962,3,55.0,1.4042,0.18372245,0.19080606
2003-07-09,0.0,3,45.5,1.0490000000000002,3,60.0,1.1493,0.19481999,0.19157046
2003-07-10,0.0,3,50.3,0.8792,3,71.3,0.9489,0.19242536,0.19191018
2003-07-11,0.0,3,67.9,0.6796,3,85.8,0.8877,0.18990067,0.19131295
2003-07-12,0.0,3,69.9,0.6056,3,76.8,1.1059,0.18641502,0.18964264
2003-07-13,0.0,3,83.5,0.4954,3,82.8,0.8079999999999999,0.18143833,0.1877566
2003-07-14,0.0,3,71.4,0.6376,3,68.7,0.9704,0.17815828,0.18741147
2003-07-15,0.0,3,61.9,0.7501,3,56.7,1.0776,0.17680292,0.18683988
2003-07-16,0.0,3,75.1,0.7543,3,62.4,1.0892,0.18005079,0.18488373
2003-07-17,0.0,4,96.4,0.9707,3,78.4,1.4677,0.17479715,0.18234251
2003-07-18,,4,114.0,1.4046,4,91.0,2.0311,0.17192554,0.18254338
2003-07-19,0.0,4,119.7,1.7104,4,95.7,2.0493,0.17066109,0.18036346
2003-07-20,0.0,4,118.7,1.6907,4,97.8,1.9509,0.16564804,0.17930788
2003-07-21,0.0,4,126.6,1.7349,4,109.6,1.7968,0.16438359,0.17862034
2003-07-22,0.0,4,131.2,1.7201,4,127.1,1.676,0.16252327,0.17788425
2003-07-23,0.0,4,134.8,1.5918,4,135.0,1.506,0.15932858,0.17577712
2003-07-24,0.0,5,136.8,1.4164,5,150.9,1.3956,0.15658006,0.17366865
2003-07-25,0.0,5,148.4,1.0809,5,175.2,1.0988,0.15334618,0.17165591
2003-07-26,0.0,5,169.4,0.7018,6,205.0,0.8139,0.14816809,0.16808201
2003-07-27,,6,192.4,0.5842,7,243.8,0.8098,0.14690083,0.16710463
2003-07-28,,6,215.1,0.5772,7,255.3,0.7085,0.22260858,0.16881675
2003-07-29,0.0,7,230.1,0.6815,7,266.6,0.5745,0.21729901,0.17113417
2003-07-30,0.0,7,238.5,0.7045,8,273.1,0.6305,0.20641407,0.1706731
2003-07-31,,6,220.6,0.5359,7,255.2,0.467,0.19589421,0.16980223
2003-08-01,0.0,6,193.4,0.7208,6,201.7,0.5581,0.18912995,0.17022689
2003-08-02,0.0,6,190.9,1.0031,6,192.1,0.8409,0.24578556,0.17184465
2003-08-03,0.0,6,200.5,1.2261,6,199.0,0.8511,0.22715586,0.17430094
2003-08-04,0.0,6,206.7,1.293,6,214.7,0.9788,0.23124716,0.17585398
2003-08-05,4.1,6,209.1,1.0997,7,225.8,1.0052,0.32256895,0.20668839
2003-08-06,0.0,6,206.7,0.624,7,236.0,0.7254,0.31930712,0.2781823
2003-08-07,0.0,6,216.1,0.3735,7,262.1,0.7252,0.29198566,0.27851665
2003-08-08,0.0,6,213.1,0.4729,7,249.1,0.8908,0.27680805,0.27382517
2003-08-09,0.5,6,190.3,0.5216,7,247.0,0.6602,0.26907167,0.26862544
2003-08-10,0.0,5,175.4,0.5654,7,254.0,0.6301,0.25936306,0.2626074
2003-08-11,0.0,5,168.9,0.4789,6,224.6,0.6257,0.24898309,0.2563642
2003-08-12,0.0,4,96.9,0.2447,1,339.8,0.0474,0.2415558,0.25177923
2003-08-13,0.0,3,48.6,0.3098,2,15.8,0.443,0.23865764,0.2483806
2003-08-14,,2,15.9,0.438,1,345.8,0.6956,0.23656932,0.24533382
2003-08-15,0.3,2,20.1,0.5283,1,348.1,0.7061,0.23434815,0.24279393
2003-08-16,0.0,2,36.4,0.5959,2,13.1,0.5841,0.23181365,0.24031474
2003-08-17,,3,59.0,0.5162,2,32.0,0.4881,0.22364365,0.23606677
2003-08-18,0.0,4,105.7,0.2997,3,55.7,0.3023,0.21539113,0.23228392
2003-08-19,0.0,4,113.7,0.8164,3,85.1,0.8157,0.21015848,0.22928703
2003-08-20,0.0,4,117.7,0.9537,3,89.2,0.728,0.20314664,0.22556217
2003-08-21,0.0,4,125.6,0.9984,4,118.5,0.5071,0.19874063,0.22175235
2003-08-22,,4,126.6,0.9846,5,136.5,0.6772,0.19638938,0.2198097
2003-08-23,,4,130.5,1.1795,4,124.6,1.2488,0.19294289,0.21700558
2003-08-24,,5,136.3,0.9336,4,128.2,1.2986,0.18843058,0.21386176
2003-08-25,3.0,4,118.2,0.6044,4,127.3,0.9295,0.21293636,0.21257025
2003-08-26,0.0,3,88.0,0.5325,4,105.2,0.8321,0.20894998,0.21201617
2003-08-27,0.5,3,48.3,0.4819,3,86.9,0.4607,0.21120194,0.2119973
2003-08-28,0.0,3,45.7,0.2983,4,99.0,0.1819,0.20674278,0.21034853
2003-08-29,0.0,1,350.7,0.2865,1,335.5,0.1121,0.20048766,0.20817804
2003-08-30,0.0,1,318.3,0.3953,8,303.0,0.3134,0.19359611,0.2056247
2003-08-31,0.0,8,312.0,0.2574,8,272.5,0.4467,0.18811586,0.20402986
2003-09-01,0.0,1,349.9,0.3658,8,294.7,0.3486,0.18160617,0.20016746
2003-09-02,0.0,2,4.3,0.4051,1,326.1,0.4722,0.1729718,0.19544363
2003-09-03,0.0,1,347.3,0.2793,8,312.2,0.5687,0.16295129,0.18995538
2003-09-04,0.0,2,22.5,0.1265,8,300.5,0.5167,0.1580851,0.18763122
2003-09-05,0.0,2,23.2,0.2216,1,330.8,0.2759,0.15395604,0.18537715
2003-09-06,0.0,4,98.8,0.3461,2,9.4,0.1131,0.15716752,0.18572497
2003-09-07,0.0,4,121.7,0.7355,5,139.7,0.2805,0.15415046,0.18441863
2003-09-08,0.0,4,120.9,0.953,4,118.1,0.5625,0.15235169,0.18318914
2003-09-09,,4,118.2,1.0869,4,110.5,0.8181,0.14941576,0.18172507
2003-09-10,0.0,4,114.4,1.2715,4,104.9,1.0078,0.14788555,0.17977972
2003-09-11,0.0,4,113.5,1.2153,4,113.8,0.9932,0.14122058,0.17577846
2003-09-12,7.1,4,110.4,1.0577,4,100.2,1.0979,0.15335599,0.1729919
2003-09-13,0.0,4,118.6,1.0476,4,104.0,0.7236,0.15363434,0.17332758
2003-09-14,,4,127.7,0.931,4,134.5,0.6764,0.1532259,0.17346103
2003-09-15,7.1,4,128.7,0.9629,5,144.5,0.6742,0.24665141,0.17487389
2003-09-16,0.8,4,128.9,0.9796,5,147.3,0.7653,0.23901293,0.1801181
2003-09-17,0.0,4,122.6,1.0019,4,132.7,0.8703,0.2262201,0.18287638
2003-09-18,,4,127.4,0.8574,5,153.8,0.6807,0.21926282,0.18356797
2003-09-19,0.0,4,134.0,0.5897,6,185.5,0.777,0.23136604,0.18392117
2003-09-20,0.0,6,193.1,0.3117,6,212.1,1.0495,0.2138889,0.18510485
2003-09-21,,7,254.7,0.6767,7,242.7,1.2738,0.19354993,0.18107258
2003-09-22,0.0,7,265.5,1.081,7,261.3,1.5463,0.18113199,0.17972715
2003-09-23,,7,260.3,1.0364,7,267.8,1.4709,0.17807996,0.17918384
2003-09-24,0.0,7,261.5,0.7674,8,272.2,1.0989,0.17003866,0.17737871
2003-09-25,0.0,7,269.2,0.6669,8,278.6,0.8316,0.16134834,0.17527023
2003-09-26,11.9,7,230.4,0.4175,8,274.4,0.4082,0.25212324,0.18487024
2003-09-27,11.9,5,162.5,0.4768,4,115.6,0.1312,0.29337463,0.19044882
2003-09-28,1.0,5,149.0,0.7559,4,126.8,0.3613,0.2540395,0.20002592
2003-09-29,0.0,4,133.3,0.9441,4,121.6,0.7485,0.22739646,0.19871823
2003-09-30,0.0,4,131.8,0.7671,4,122.5,0.5687,0.20464888,0.19570652
2003-10-01,0.0,4,124.0,0.7639,5,146.1,0.5613,0.18790466,0.19007403
2003-10-02,,4,134.4,0.5985,6,195.3,0.419,0.17612174,0.18722004
2003-10-03,0.0,4,107.3,0.3892,6,208.4,0.3248,0.16838536,0.1855996
2003-10-04,,3,84.8,0.5136,4,119.2,0.183,0.15825854,0.18138264
2003-10-05,0.0,3,81.7,0.8399,3,75.9,0.4092,0.14492023,0.17503026
2003-10-06,7.1,3,77.5,1.0933,3,65.1,0.5237,0.14202765,0.17366596
2003-10-07,55.9,3,85.0,1.0754,3,74.2,0.5597,0.15529463,0.1725551
2003-10-08,0.8,4,97.6,1.1699,4,94.2,0.8693,0.27259368,0.1819556
2003-10-09,9.9,4,113.9,1.3931,4,115.2,1.3288,0.24578558,0.18509404
2003-10-10,13.0,4,125.8,1.2071,4,120.1,1.43,0.2658168,0.1983704
2003-10-11,0.0,5,136.1,1.0706,4,127.8,1.1595,0.24019344,0.20106126
2003-10-12,0.0,5,139.7,1.0169,5,137.1,1.0648,0.21911876,0.19898653
2003-10-13,0.0,5,154.6,1.1367,5,161.6,1.0152,0.20039113,0.19469407
2003-10-14,0.0,5,170.0,1.0677,5,169.3,1.0095,0.18004799,0.18810037
2003-10-15,0.0,5,175.1,1.1674,5,159.3,0.9153,0.16033705,0.18045783
2003-10-16,4.1,5,178.6,1.2815,5,162.6,1.1009,0.16160989,0.17614248
2003-10-17,5.1,6,188.0,1.3525,5,175.2,0.8809,0.16436541,0.1761883
2003-10-18,29.0,6,189.3,1.3468,6,189.1,0.9678,0.3023587,0.21941468
2003-10-19,5.1,6,188.7,1.349,6,186.1,1.1702,0.27425957,0.22902551
2003-10-20,0.0,6,195.0,1.5325,6,191.0,1.2643,0.25495845,0.22690083
2003-10-21,2.0,6,203.5,1.5714,6,213.2,1.4662,0.23917797,0.22650047
2003-10-22,0.0,6,208.2,1.8744,6,212.3,1.9235,0.2174249,0.22078978
2003-10-23,0.0,6,216.7,1.9292,6,219.4,2.1105,0.19550537,0.21249205
2003-10-24,4.1,7,235.8,1.5616,7,237.2,1.7648,0.26745892,0.21132323
2003-10-25,0.0,7,259.1,1.5564,7,252.9,1.6145,0.23134367,0.20950055
2003-10-26,23.9,8,279.2,1.7261,8,272.7,1.6814,0.3023405,0.2538513
2003-10-27,0.0,8,291.4,1.832,8,283.0,1.8374,0.26358724,0.25106603
2003-10-28,0.0,8,295.6,1.9086,8,285.8,1.7424,0.23339841,0.24207675
2003-10-29,0.0,8,297.4,1.7312,8,294.9,1.7016,0.21044242,0.23354712
2003-10-30,0.0,8,299.5,1.4319,8,305.2,1.555,0.1967754,0.2257846
2003-10-31,4.1,8,304.1,0.9623,8,305.7,1.221,0.20986895,0.22540575
2003-11-01,0.0,8,306.8,0.8252,8,306.3,1.0216,0.19526058,0.21992159
2003-11-02,0.0,8,302.3,0.6799,8,314.3,0.8170000000000001,0.18030955,0.21289784
2003-11-03,0.0,1,321.1,0.7763,1,338.1,0.9098,0.16610542,0.20461628
2003-11-04,0.0,1,325.5,0.9087,1,343.0,1.0967,0.15472114,0.19768557
2003-11-05,0.0,1,329.8,0.9892,1,343.5,1.0858,0.14774987,0.1930426
2003-11-06,0.0,1,348.2,0.8294,2,1.6,0.8439,0.14037156,0.18584225
2003-11-07,0.0,2,2.1,0.7041,2,11.5,0.7583,0.13804126,0.18171833
2003-11-08,0.0,2,25.2,0.8124,2,25.8,0.7917,0.13078186,0.17453685
2003-11-09,0.0,2,30.5,0.742,2,35.3,0.8092,0.13233304,0.17232996
2003-11-10,,3,55.3,0.5135,2,29.1,0.6611,0.13583966,0.17333701
2003-11-11,0.0,3,80.4,0.5037,3,79.3,0.595,0.24650732,0.17225853
2003-11-12,52.1,3,75.8,0.4449,4,100.2,0.489,0.31771955,0.20629606
2003-11-13,0.0,3,76.9,0.3341,4,118.1,0.2827,0.26763517,0.21882828
2003-11-14,0.0,4,93.5,0.4596,4,133.6,0.3525,0.23944513,0.21854651
2003-11-15,0.0,4,112.5,0.6397,5,141.2,0.4279,0.21413648,0.21468008
2003-11-16,0.0,4,116.7,0.5025,5,151.0,0.3192,0.21646675,0.21309602
2003-11-17,2.0,3,84.9,0.1473,4,101.8,0.1036,0.34207284,0.22802924
2003-11-18,0.0,1,340.3,0.2037,1,315.6,0.2776,0.28698522,0.24897107
2003-11-19,0.0,8,314.2,0.4061,8,300.6,0.4361,0.25197917,0.24345723
2003-11-20,0.0,1,316.6,0.6267,1,327.7,0.5326,0.23172835,0.23771015
2003-11-21,0.0,1,316.0,0.7409,1,326.3,0.6153,0.20860308,0.23012692
2003-11-22,0.0,1,317.0,0.802,1,334.0,0.6496,0.18934955,0.22042716
2003-11-23,0.0,1,315.7,0.7469,1,351.4,0.6324,0.16879378,0.20993197
2003-11-24,0.0,8,295.7,0.5545,1,318.4,0.3169,0.157285,0.20236492
2003-11-25,0.0,7,253.2,0.3933,5,179.3,0.073,0.14564897,0.1934565
2003-11-26,0.0,7,256.7,0.2913,4,123.2,0.095,0.13840073,0.186457
2003-11-27,0.0,8,302.1,0.3206,2,37.6,0.1813,0.13381709,0.18116695
2003-11-28,0.0,1,328.7,0.515,1,340.1,0.3615,0.13009927,0.17528507
2003-11-29,0.0,2,0.0,0.6968,1,348.8,0.3598,0.12737034,0.17096701
2003-11-30,0.0,1,358.3,0.6301,1,344.2,0.5811,0.12323009,0.16522802
2003-12-01,0.5,2,11.7,0.6073,1,342.8,0.6127,0.11900872,0.16063765
2003-12-02,3.0,2,23.8,0.6619,2,5.0,0.7281,0.2134315,0.15654203
2003-12-03,0.0,2,32.0,0.98,2,7.6,1.2392,0.20958221,0.15738192
2003-12-04,0.0,2,35.9,1.3357,2,20.8,1.3218,0.19013423,0.1610596
2003-12-05,4.1,2,39.7,1.5445,2,37.5,1.7242,0.18076693,0.16097602
2003-12-06,0.0,3,47.4,1.5921,2,39.0,1.6840000000000002,0.16369961,0.1594432
2003-12-07,0.0,3,51.7,1.775,3,49.9,1.8267,0.1481471,0.15645306
2003-12-08,0.0,3,53.1,1.7695,3,50.8,1.8914,0.13375275,0.15222803
2003-12-09,,3,52.7,1.79,3,50.6,1.9291,0.13302402,0.1509163
2003-12-10,,3,57.5,1.8683,3,51.9,1.9695,0.12632409,0.14743543
2003-12-11,0.0,3,72.6,2.048,3,67.1,1.8158,0.12038228,0.14538898
2003-12-12,0.0,3,78.0,1.957,3,77.8,2.0093,0.12427075,0.14615874
2003-12-13,0.0,3,89.2,1.8963,4,92.3,1.882,0.11893599,0.14291514
2003-12-14,0.0,4,104.4,1.9256,4,108.1,2.1139,0.1261926,0.14070421
2003-12-15,,4,124.8,2.1719,4,124.2,2.2717,0.12637444,0.14334251
2003-12-16,2.0,4,130.0,2.4153,4,131.7,2.5913,0.13520885,0.14296773
2003-12-17,0.0,5,138.0,2.2797,5,139.0,2.3693,0.12707521,0.14076355
2003-12-18,0.0,5,147.3,2.257,5,151.2,2.2159,0.118198864,0.1373285
2003-12-19,0.0,5,145.4,2.0954,5,150.0,1.8255,0.11252281,0.1333731
2003-12-20,0.0,5,146.8,2.1991,5,152.4,1.7103,0.11593571,0.13488165
2003-12-21,24.9,5,152.0,2.1078,5,155.9,1.6639,0.12437986,0.13828702
2003-12-22,21.1,5,171.7,2.3319,6,180.6,2.1151,0.19840914,0.14703771
2003-12-23,0.0,6,187.1,2.2689,6,195.2,2.2059,0.17941716,0.14844112
2003-12-24,0.0,6,205.4,2.21,6,216.6,2.2373,0.1527909,0.14451808
2003-12-25,0.0,6,217.3,2.217,7,235.5,2.3426,0.13714468,0.14134324
2003-12-26,0.0,7,225.4,2.3438,7,243.9,2.4464,0.13001534,0.13958257
2003-12-27,19.1,7,230.4,2.1931,7,245.3,2.3063,0.31496266,0.2881814
2003-12-28,17.0,7,234.6,2.14,7,248.2,2.1355,0.3160173,0.2908574
2003-12-29,0.0,7,239.4,2.0423,7,246.8,1.8832,0.2756737,0.27752984
2003-12-30,,7,235.3,1.6591,7,229.2,1.484,0.24224958,0.2625939
2003-12-31,0.0,6,220.5,1.4981,6,205.7,1.1964,0.22886652,0.25241688
2004-01-01,0.0,6,218.0,1.6937,6,200.7,1.4182,0.20712323,0.23947889
2004-01-02,0.0,6,215.5,1.6862,6,196.6,1.4914,0.18357559,0.22587223
2004-01-03,0.0,6,222.5,1.4582,6,203.3,1.3189,0.16455144,0.21374716
2004-01-04,8.9,7,240.5,1.4871,6,223.5,1.5601,0.15516454,0.20545888
2004-01-05,0.0,7,249.7,1.7243,7,242.8,1.5524,0.1422906,0.19554475
2004-01-06,,7,253.0,2.0313,7,255.7,2.0203,0.20088768,0.18802488
2004-01-07,22.1,7,258.4,2.4587,7,262.5,2.3988,0.24375182,0.1826836
